ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,ExecutePSRs
211,2,Case Frames P-Q,  Case Frame for 'pour',1,  Luke 7:38 The woman poured the oil on Jesus' feet.-*-  Ruth 3:15  Boaz poured six jars of grain on Ruth's shawl.-*-,"13,52-*-14,59-*-",{~|c-(~|v-Apour~|V-)~|(~|n-(~|n-Aon~|P-)~|)~|}~|-*-{~|c-(~|v-Apour~|V-)~|(~|n-(~|n-(~|n-Aon~|P-)~|)~|)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Apour~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Aon~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Apour~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Aon~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Apour,",,2,,,,0,0,0,0000000000000000000000000,,1100000000000000000000000
214,1,Obliques,  'temple of God in Jerusalem',1,  Daniel 5:3 temple of God in Jerusalem  The phrase in Jerusalem should modify temple rather than God.-*-,"14,39,53,64,80,86,99,101-*-",{~|c-(~|n-Atemple~|N-(~|n-AGod~|N-(~|n-Bin~|P-)~|)~|)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0Atemple~|N-^~|~|0(~|n-^~|-1~|0AGod~|N-^~|~|0Move1!(~|n-^~|-1~|0Bin~|P-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-,"Atemple,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
215,2,Case Frames P-Q,  Case Frame for 'praise',0,  Daniel 2:19  Daniel praised God.-*-,"16,34-*-","{~|c-(~|v-Apraise~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Apraise~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Apraise,",,2,,,,0,0,0,0000000000000000000000000,,000000000000000000000000
217,2,Case Frames P-Q,  Case Frame for 'preach',1,  Luke 1:2  Those people preached about Jesus to other people.-*-,"13,62-*-",{~|c-(~|v-Apreach~|V-)~|(~|n-Aabout~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Apreach~|V-^~|Delete~|0Bpreach~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aabout~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Apreach,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
219,2,Case Frames P-Q,  Case Frame for 'pretend',1,  Daniel 8:11  This horn pretended to be great.-*-,"16,47-*-","{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Apretend~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Apretend~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy1~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-","Apretend,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
220,2,Case Frames R-S,  Case Frame for 'raise',1,  Acts 1:3  God raised Jesus from the dead.-*-,-*-,"{~|c-(~|n-,A,,,,,,,,,,,,AGod~|N-)~|(~|v-Araise~|V-)~|(~|n-,P,,,,,,,,,,,,AJesus~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0AGod~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Araise~|V-^~|Delete~|0Braise~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0AJesus~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Araise,",,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
222,2,Case Frames R-S,  Case Frame for 'read',1,  Daniel 9:2  Daniel read about all the things that ...-*-,"15,55-*-","{~|c-(~|v-Aread~|V-)~|(~|n-,N,,,,,,,,,,,,Aabout~|P-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aread~|V-^~|Delete~|0Bread~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aabout~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aread,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
224,2,Case Frames R-S,  Case Frame for 'receive',1,  Daniel 8:24  The king will receive his power from another person.-*-,"16,67-*-","{~|c-(~|v-Areceive~|V-)~|(~|n-,P,,,,,,,,,,,,Apower,Alife~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Areceive~|V-^~|Delete~|0Breceive~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Apower,Alife~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Areceive,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
225,2,Verbs with Prepositions or Nouns,  'look for' becomes 'search',1,  Daniel 4:36 The officials looked for me.-*-,"15,42-*-",{~|c-(~|v-Alook~|V-)~|(~|n-Afor~|P-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Alook~|V-^~|Delete~|0Asearch~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-^~|-1~|0Afor~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Alook,",,2,"4,27,4,36^",,,0,0,0,0000000000000000000000000,,0000000000000000000000000
226,2,Case Frames R-S,  Case Frame for 'refuse',1,  Daniel 9:11 We refused to obey you.-*-,"15,37-*-","{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Arefuse~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Arefuse~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy1~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-","Arefuse,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
237,2,Case Frames R-S,  Case Frame for 'rise',1,  Ruth 3:14  The sun rose.-*-,"14,26-*-","{~|c-(~|n-,A,,,,,,,,,,,,Asun~|N-)~|(~|v-Arise~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Asun~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Arise~|V-^~|Delete~|0Brise~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Arise,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
257,1,Attributive Arguments,  'God explains secrets that people are not able to understand',1,  Daniel 2:47  God explains secrets that people are not able to understand.  Ruth 2:18 Ruth gave the food that she was not able to eat to Naomi.  The NP in the relative clause can't be the Participant because that causes problems as in Daniel 1:4  Nebuchadnezzar wanted men who were able to learn things quickly.-*-,"16,75,88,146,249,312-*-","{~|c-(~|n-.~|N-[~|c-(~|v-Abe~|V-)~|(~|j-Aable~|A-)~|(~|n-,!p,,,,,,,,,,,,.~|N-)~|[~|c-]~|]~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|~|0[~|c-^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|~|0)~|^~|-1~|0(~|j-^~|-1~|0Aable~|A-^~|~|0)~|^~|-1~|0Move13!(~|n-,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0[~|c-^~|-1~|0]~|^~|-1~|0]~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,11-*-,,0,0,0,0000000000000000000000000,,0000000000000000000000000
227,5,Collocation Corrections - Changing Word Senses,  Change all remaining occurrences of 'in-A' to 'in-B' ,1,  Daniel 1:2 temple in Jerusalem-*-,"14,32-*-",{~|c-(~|n-Ain~|P-)~|}~|-*-,{~|c-^~|-1~|0(~|n-^~|-1~|0Bin~|P-^~|Insert~|1Ain~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-,"Ain,",,2,,-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
228,2,Tense/Aspect in Subordinate Clauses,"  If any Verbs still have Progressive Aspect, set them to Unmarked",1,"  Infected Eye 1:5  Some object complements of see and hear require participial verbs.  So if the original verb is a participle, a Feature Setting rule sets the Aspect to Progressive.  Then Source Analysis rules for see and hear unset it.  This rule cleans up all the other Progressive Aspects.-*-","48,50,56,59,217,219,225,228-*-","{~|c-(~|v-.~|V-,p,,,,,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,U,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
229,2,Case Frames R-S,  Case Frame for 'regret',1,  Daniel 11:18  The king of the north region will regret attacking people.-*-,"17,74-*-","{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Aregret~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,*(~|n-,A,,,,,,,,,,,,*)~|]~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aregret~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*(~|n-,A,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0Copy1~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-","Aregret,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
230,1,Numbers/Quantifiers,  Set eyes to Dual,1,  Infected Eye 1:7  Melissa's eyes ...-*-,"21,38-*-","{~|c-(~|n-Aarm,Aear,Aeye,Afoot,Ahand,Aleg~|N-P,,,,,,,,,,,,,,,,,,,,,(~|n-Aof~|P-.~|N-S,,,,,,,,,,,,,,,,,,,,,)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aarm,Aear,Aeye,Afoot,Ahand,Aleg~|N-D,,,,,,,,,,,,,,,,,,,,,^~|~|0(~|n-^~|-1~|0Aof~|P-^~|~|0.~|N-S,,,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aarm,Aear,Aeye,Afoot,Ahand,Aleg,","7,10",2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
231,2,Case Frames R-S,  Case Frame for 'remember',1,  Daniel 6:12  I remember the law.-*-,"16,34-*-","{~|c-(~|v-Aremember~|V-)~|(~|n-,P,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aremember~|V-^~|Delete~|0Dremember~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aremember,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
232,2,Case Frames R-S,  Case Frame for 'return',1,  Daniel 6:15  The officials returned to the king.-*-,"16,50-*-","{~|c-(~|v-Areturn~|V-)~|(~|n-,d,,,,,,,,,,,,Aking,Aperson~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Areturn~|V-^~|Delete~|0Dreturn~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0Aking,Aperson~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Areturn,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
233,3,Collocation Corrections - Changing Word Senses,  'hard questions',1,  Daniel 1:20  The king asked these men difficult questions.-*-,"16,60-*-","{~|c-(~|n-(~|j-Ahard~|A-)~|Aproblem,Aquestion~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Ahard~|A-^~|Delete~|0Bhard~|A-N,^3|Degree,~|Insert~|1)~|^~|-1~|0Aproblem,Aquestion~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,000000000000000000000000
236,2,Case Frames R-S,  Case Frame for 'reward',0,"  Daniel 2:6  I will reward you.  Daniel 2:49  Nebuchadnezzar rewarded Shadrach, Meshach, and Abednego.-*-","15,32,48,103-*-","{~|c-(~|v-Areward~|V-)~|(~|n-,P,,,,,,,,,,,,)~|&(~|n-,P,,,,,,,,,,,,&)~|&(~|n-,P,,,,,,,,,,,,&)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Areward~|V-^~|~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0&(~|n-,d,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0&(~|n-,d,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0-*-","Areward,",,2,,,,0,0,0,0000000000000000000000000,,000000000000000000000000
238,2,Case Frames R-S,  Case Frame for 'run',1,  Discourse 1:11  The Philistines ran from Israel's army.-*-,"19,57-*-","{~|c-(~|v-Arun~|V-)~|(~|n-,s,,,,,,,,,,,,Aarmy,AGod~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Arun~|V-^~|Delete~|0Brun~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,s,,,,,,,,,,,,^~|-1~|0Aarmy,AGod~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Arun,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
239,2,Case Frames R-S,  Case Frame for 'save',1,  Avian Influenza 1:12  The people saved money.-*-,"25,47-*-","{~|c-(~|v-Asave~|V-)~|(~|n-,P,,,,,,,,,,,,Amoney~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Asave~|V-^~|Delete~|0Bsave~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Amoney~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Asave,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
240,105,Illocutionary Force,  Change 'who-relativizer_interrogative_person' to a Content Question,1,"  Daniel 5:7  Who is able to ...-*-  Daniel 5:7  The king shouted, ""Who is able ...-*-","15,32-*-15,48-*-","{~|c-0----~|&relativizer_interrogative_person~!~~|-4}~|-*-{~|c-,Y,,,,,,,,,,,,,,,,,,,,,,[~|c-0----~|&relativizer_interrogative_person~!~~|-4]~|}~|-*-","{~|c-,C,,,,,,,,,,,,,,,,,,,,,,^~|-1~|00----~|relativizer_interrogative_person~!~^~|Delete~|0(~|n-S,p,N,,,,,,,,,,,^~|-1~|1Aperson~|N-S,Q,A,n,K,3,N,,,,,,,,,,,,,,,^~|Insert~|1)~|^~|-1~|1}~|^~|-1~|0-*-{~|c-,D,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0[~|c-,C,,,,,,,,,,,,,,,,,,,,,,^~|-1~|00----~|relativizer_interrogative_person~!~^~|Delete~|0(~|n-S,p,N,,,,,,,,,,,^~|-1~|1Aperson~|N-S,Q,A,n,K,3,N,,,,,,,,,,,,,,,^~|Insert~|1)~|^~|-1~|1]~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
242,105,Coordinate Phrases,"  Now that the Semantic Roles have been assigned, order the Clause constituents",1,  This rule doesn't do anything except trigger the PSRs.  This is necessary in verses like Daniel 3:12 where a relative clause supplied an argument that then becomes the Participant of an 'in order to' clause.  This rule must follow the rules that delete the commas after coordinate NPs.-*-,-*-,{~|c-}~|-*-,{~|c-^~|-1~|0}~|^~|-1~|0-*-,,,-1,,,,0,0,0,0000000000000000000000000,,1000000000000000000000000
243,2,Case Frames R-S,  Case Frame for 'say',1,  Daniel 2:9  I know that you will say evil things to me.  Daniel 3:29 People must not say bad things about God.-*-  Kande's Story 3:10 Our uncle said that ...-*-  Esther 1:19  The new law says that Vashti must not come to the king again.-*-,"15,57,72,112-*-22,44-*--*-","{~|c-(~|v-Asay~|V-)~|*[~|c-P,,,,,,,,,,,,,,,,,,,,,,,*]~|(~|n-,P,,,,,,,,,,,,&(~|n-&Aabout~|P-&)~|)~|}~|-*-{~|c-(~|v-Asay~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,&Ano,Ayes~|r-&Aexclamation~|r-^A-QuoteBegin,A-QuoteEnd~|r-]~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,Alaw~|N-)~|(~|v-Asay~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Asay~|V-^~|Delete~|0Bsay~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0*[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0&Move0!(~|n-^~|-1~|0&Aabout~|P-^~|~|0&)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Asay~|V-^~|Delete~|0Csay~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0&Ano,Ayes~|r-^~|~|0&Aexclamation~|r-^~|~|0^A-QuoteBegin,A-QuoteEnd~|r-^~|~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0Alaw~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0Asay~|V-^~|Delete~|0Dsay~|V-P,U,I,N,A,N,^5|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0}~|^~|-1~|0-*-","Asay,",,2,,-*--*-0-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
258,101,Semantic Roles,"  If there's no VP in a sentence, make the NP an Adressee",1,  Kande's Story 1:2  Kande! Kande!-*-,"22,34-*-",{~|c-*(~|v-*)~|(~|n-)~|*(~|v-*)~|}~|-*-,"{~|c-^~|-1~|0*(~|v-^~|-1~|0*)~|^~|-1~|0(~|n-,D,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0*(~|v-^~|-1~|0*)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
275,2,Case Frames T-V,  Case Frame for 'throw',1,"  Daniel 2:34 God threw the stone at the feet of the statue.-*-  Daniel 6:24 The soldiers threw the men, the wives of the men, and the children of the men into the pit.-*-  Daniel 3:15  My servants will throw you into the very hot fire.-*-  -*-  Daniel 8:10  The horn threw the star to the ground.-*-","15,60-*-15,105-*-16,65-*--*-16,53-*-","{~|c-(~|v-Athrow~|V-)~|(~|n-SL,P,,,,,,,,,,,,(~|n-,N,,,,,,,,,,,,Aat~|P-)~|)~|}~|-*-{~|c-(~|v-Athrow~|V-)~|(~|n-SL,P,,,,,,,,,,,,(~|n-Aof~|P-(~|n-,N,,,,,,,,,,,,Ainto~|P-)~|)~|)~|}~|-*-{~|c-(~|v-Athrow~|V-)~|(~|n-SL,P,,,,,,,,,,,,(~|n-,N,,,,,,,,,,,,Ainto~|P-)~|)~|}~|-*-{~|c-(~|v-Athrow~|V-)~|(~|n-SL,P,,,,,,,,,,,,.~|N-)~|(~|n-,d,,,,,,,,,,,,.~|N-)~|}~|-*-{~|c-(~|v-Athrow~|V-)~|(~|n-SL,P,,,,,,,,,,,,.~|N-(~|n-,d,,,,,,,,,,,,Aground~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Athrow~|V-^~|~|0)~|^~|-1~|0(~|n-SL,P,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Aat~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athrow~|V-^~|Delete~|0Bthrow~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-SL,P,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0Aof~|P-^~|~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Ainto~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athrow~|V-^~|Delete~|0Bthrow~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-SL,P,,,,,,,,,,,,^~|-1~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Ainto~|P-^~|Delete~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athrow~|V-^~|Delete~|0Cthrow~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-SL,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0.~|N-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Athrow~|V-^~|Delete~|0Dthrow~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-SL,P,,,,,,,,,,,,^~|-1~|0.~|N-^~|~|0Move0!(~|n-,d,,,,,,,,,,,,^~|-1~|0Aground~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Athrow,",,2,,,,0,0,0,0000000000000000000000000,,1110100000000000000000000
276,2,Case Frames W-Z,  Case Frame for 'understand',1,  Ruth 1:18  Naomi understood that Ruth would not return to her parents' house.-*-,"14,79-*-","{~|c-(~|v-Aunderstand~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aunderstand~|V-^~|Delete~|0Bunderstand~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Aunderstand,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
277,2,Case Frames W-Z,  Case Frame for 'wait',1,  Ruth 1:12  You will not be able to wait for those sons to grow up.-*-  -*-,"14,68-*--*-","{~|c-(~|v-Await~|V-)~|[~|c-(~|n-,B,,,,,,,,,,,,)~|]~|}~|-*-{~|c-(~|v-Await~|V-)~|(~|n-,B,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Await~|V-^~|Delete~|0Bwait~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Await~|V-^~|Delete~|0Cwait~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Await,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
278,105,Convert Remaining Grammatical Words to Semantic Words,  Convert superlative_degree to the adjective most,0,  Avian Influenza 1:1 A new disease has killed most of the birds at the market.-*-,"23,79-*-",{~|c-0----~|&superlative_degree~!~~|-4(~|n-)~|}~|-*-,"{~|c-^~|-1~|00----~|&superlative_degree^~|~|0(~|n-^~|-1~|0(~|j-S,A,^~|-1~|1Amost~|A-N,^~|Insert~|1)~|^~|-1~|1)~|^~|-1~|0}~|^~|-1~|0-*-",,"47,50",2,,,&superlative_degree~!~105~!~,0,0,0,0000000000000000000000000,,0000000000000000000000000
